EKSEN1,EKSEN2,EKSEN3,EKSEN4,EKSEN5
-8.1059e-20,210,299.84,1.9884e-21,119.89
1.0098e-18,210,299.84,1.3683e-21,119.89
-9.6761e-20,210,299.84,2.3582e-21,119.89
-9.6761e-20,210,299.84,2.7602e-21,119.89
-7.8805e-21,210,299.84,2.0063e-21,119.89
-5.3642e-19,210,299.83,2.3978e-21,119.88
-1.0527e-18,210,299.83,2.2282e-21,119.88
-2.0926e-18,210,299.83,2.8835e-21,119.88
-3.1399e-18,210,299.83,3.5314e-21,119.88
-3.0322e-18,210,299.83,2.8304e-21,119.88
-2.426e-18,210,299.82,2.3443e-21,119.88
-2.9609e-18,210,299.82,2.7718e-21,119.88
-2.4306e-18,210,299.82,2.2531e-21,119.87
-1.261e-18,210,299.82,1.498e-21,119.87
-1.2525e-18,210,299.82,9.5813e-22,119.87
-6.2563e-19,210,299.81,-2.6767e-22,119.87
5.7659e-19,210,299.81,-1.319e-21,119.87
1.886e-20,210,299.81,-1.8391e-21,119.87
-6.3801e-19,210,299.81,-1.3515e-21,119.87
6.1507e-19,210,299.81,-2.6897e-21,119.86
5.4691e-20,210,299.8,-1.9298e-21,119.86
-5.274e-19,210,299.8,-1.4341e-21,119.86
-1.6724e-18,210,299.8,-6.0059e-22,119.86
-5.1061e-19,210,299.8,-1.3754e-21,119.86
4.6782e-20,210,299.8,-1.8611e-21,119.86
6.3549e-19,210,299.79,-1.5242e-21,119.86
5.2122e-20,210,299.79,-1.7295e-21,119.85
2.4158e-20,210,299.79,-1.4779e-21,119.85
1.4775e-20,209.99,299.79,-7.8066e-22,119.85
3.3664e-20,209.99,299.78,-7.8089e-22,119.85
6.0406e-19,209.99,299.78,-9.1304e-22,119.85
-1.2833e-19,209.99,299.78,7.2359e-22,119.85
-7.8018e-21,209.99,299.78,-6.8238e-22,119.84
7.3362e-19,209.99,299.77,-1.9199e-21,119.84
7.1411e-19,209.99,299.77,-2.0725e-21,119.84
7.1411e-19,209.99,299.77,-2.2543e-21,119.84
1.3366e-18,209.99,299.77,-2.3158e-21,119.84
6.0688e-19,209.99,299.77,-1.4707e-21,119.84
6.1689e-19,209.99,299.76,-2.2546e-21,119.83
-5.7863e-20,209.99,299.76,-1.6572e-21,119.83
1.2697e-18,209.99,299.76,-2.2407e-21,119.83
1.2493e-18,209.99,299.76,-1.9597e-21,119.83
1.2288e-18,209.99,299.75,-2.7988e-21,119.83
5.6797e-19,209.99,299.75,-3.308e-21,119.83
5.7836e-19,209.99,299.75,-3.803e-21,119.82
-2.0745e-19,209.99,299.75,-2.6884e-21,119.82
-2.1797e-19,209.99,299.74,-2.8425e-21,119.82
-8.9531e-19,209.99,299.74,-2.4656e-21,119.82
-2.2476e-18,209.99,299.74,-1.9649e-21,119.82
-2.9119e-18,209.99,299.74,-1.8554e-21,119.82
-3.5909e-18,209.99,299.73,-7.4499e-22,119.81
-2.9186e-18,209.99,299.73,-1.5743e-21,119.81
-1.5331e-18,209.99,299.73,-2.9581e-21,119.81
-1.4131e-18,209.99,299.73,-5.3453e-21,119.81
-1.4131e-18,209.99,299.72,-6.3455e-21,119.81
8.4887e-20,209.99,299.72,-7.9947e-21,119.81
7.7757e-19,209.99,299.72,-9.0046e-21,119.8
-6.3295e-20,209.99,299.72,-7.4294e-21,119.8
-6.3295e-20,209.99,299.71,-7.2636e-21,119.8
6.6448e-19,209.99,299.71,-7.8685e-21,119.8
6.8735e-19,209.99,299.71,-7.8857e-21,119.8
6.6434e-19,209.99,299.7,-8.2425e-21,119.79
1.3818e-18,209.99,299.7,-8.4912e-21,119.79
1.2114e-18,209.99,299.7,-6.6835e-21,119.79
1.9606e-18,209.99,299.7,-7.7223e-21,119.79
1.2307e-18,209.99,299.69,-6.6784e-21,119.79
1.1295e-18,209.99,299.69,-4.306e-21,119.78
1.1533e-18,209.99,299.69,-3.9525e-21,119.78
1.0277e-18,209.99,299.69,-1.8235e-21,119.78
1.3092e-19,209.99,299.68,-5.2794e-22,119.78
9.3042e-19,209.99,299.68,2.963e-22,119.78
9.3042e-19,209.99,299.68,6.8089e-22,119.77
1.69e-18,209.99,299.67,-6.2949e-22,119.77
7.9898e-19,209.99,299.67,2.316e-21,119.77
6.4671e-19,209.99,299.67,6.1618e-21,119.77
1.4191e-18,209.99,299.66,4.9194e-21,119.77
2.1957e-18,209.99,299.66,4.8636e-21,119.76
2.2209e-18,209.99,299.66,3.6817e-21,119.76
1.3597e-18,209.99,299.66,4.7423e-21,119.76
1.3342e-18,209.99,299.65,6.2199e-21,119.76
2.9988e-18,209.99,299.65,5.606e-21,119.76
3.0246e-18,209.99,299.65,6.0427e-21,119.75
2.1702e-18,209.99,299.64,5.7655e-21,119.75
3.0032e-18,209.99,299.64,5.7093e-21,119.75
4.652e-18,209.99,299.64,4.803e-21,119.75
4.6783e-18,209.99,299.63,4.4138e-21,119.75
4.6783e-18,209.99,299.63,5.1543e-21,119.74
4.6251e-18,209.99,299.63,5.9665e-21,119.74
3.823e-18,209.98,299.63,6.3852e-21,119.74
3.8499e-18,209.98,299.62,6.2331e-21,119.74
2.931e-18,209.98,299.62,6.9076e-21,119.73
2.8767e-18,209.98,299.62,6.9393e-21,119.73
1.1835e-18,209.98,299.61,9.3277e-21,119.73
1.1835e-18,209.98,299.61,9.4125e-21,119.73
3.0035e-19,209.98,299.61,9.5777e-21,119.73
3.0035e-19,209.98,299.6,9.7034e-21,119.72
-5.6414e-19,209.98,299.6,1.0395e-20,119.72
-2.3301e-18,209.98,299.6,1.0673e-20,119.72
-2.3865e-18,209.98,299.59,8.9843e-21,119.72
-2.3015e-18,209.98,299.59,1.0953e-20,119.71
-3.1841e-18,209.98,299.59,1.0152e-20,119.71
-4.0997e-18,209.98,299.58,1.0194e-20,119.71
-4.0422e-18,209.98,299.58,8.9101e-21,119.71
-4.0422e-18,209.98,299.58,6.8263e-21,119.7
-3.1124e-18,209.98,299.57,6.0573e-21,119.7
-2.178e-18,209.98,299.57,7.0371e-21,119.7
-1.3268e-18,209.98,299.57,6.041e-21,119.7
-2.2707e-18,209.98,299.56,7.7155e-21,119.7
-2.2707e-18,209.98,299.56,7.4409e-21,119.69
-4.0883e-18,209.98,299.55,9.8981e-21,119.69
-3.1001e-18,209.98,299.55,1.0572e-20,119.69
-3.2205e-18,209.98,299.55,1.1915e-20,119.69
-1.3756e-18,209.98,299.54,1.1207e-20,119.68
-1.406e-18,209.98,299.54,1.0549e-20,119.68
-2.3529e-18,209.98,299.54,1.021e-20,119.68
-1.4321e-18,209.98,299.53,9.7974e-21,119.68
-4.1417e-19,209.98,299.53,1.0275e-20,119.67
-4.1417e-19,209.98,299.53,1.0135e-20,119.67
-1.4109e-18,209.98,299.52,1.2372e-20,119.67
5.9227e-19,209.98,299.52,9.515e-21,119.67
-3.1982e-19,209.98,299.51,1.1928e-20,119.66
-2.8822e-19,209.97,299.51,1.1116e-20,119.66
1.776e-18,209.97,299.51,8.6915e-21,119.66
2.6694e-18,209.97,299.5,8.4793e-21,119.65
2.6374e-18,209.97,299.5,6.0002e-21,119.65
2.6696e-18,209.97,299.5,8.1868e-21,119.65
1.6661e-18,209.97,299.49,8.5897e-21,119.65
2.6744e-18,209.97,299.49,9.3076e-21,119.64
4.7332e-18,209.97,299.48,7.6074e-21,119.64
6.8346e-18,209.97,299.48,4.3704e-21,119.64
7.8573e-18,209.97,299.48,4.3556e-21,119.64
6.7635e-18,209.97,299.47,4.5345e-21,119.63
7.7958e-18,209.97,299.47,4.7173e-21,119.63
7.8627e-18,209.97,299.46,5.4974e-21,119.63
7.8963e-18,209.97,299.46,6.1435e-21,119.63
6.8157e-18,209.97,299.46,7.7362e-21,119.62
7.8674e-18,209.97,299.45,6.9803e-21,119.62
6.7085e-18,209.97,299.45,7.2114e-21,119.62
3.1491e-18,209.97,299.44,1.3541e-20,119.61
5.3507e-18,209.97,299.44,1.1205e-20,119.61
4.2794e-18,209.97,299.44,1.306e-20,119.61
4.1405e-18,209.97,299.43,1.5469e-20,119.61
1.8736e-18,209.97,299.43,1.9183e-20,119.6
2.9246e-18,209.97,299.42,1.6511e-20,119.6
2.8894e-18,209.96,299.42,1.7966e-20,119.6
1.652e-18,209.96,299.42,1.5649e-20,119.59
1.652e-18,209.96,299.41,1.5244e-20,119.59
2.6866e-18,209.96,299.41,1.6523e-20,119.59
3.9767e-18,209.96,299.4,1.6506e-20,119.59
5.2007e-18,209.96,299.4,1.6751e-20,119.58
6.4301e-18,209.96,299.39,1.6104e-20,119.58
